"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"30033","Chevrolet","Tahoe C1500 2WD",54685,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30034","Chevrolet","Suburban C1500 2WD",61967,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30035","Chevrolet","Suburban C1500 2WD",44776,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30036","GMC","Yukon C1500 2WD",54399,15,22,8,6.2,"Rear-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30037","GMC","Yukon C1500 2WD",29611,15,22,8,6.2,"Rear-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30038","GMC","Yukon C1500 XL 2WD",23835,15,22,8,6.2,"Rear-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30039","GMC","Yukon C1500 XL 2WD",24195,15,22,8,6.2,"Rear-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30040","GMC","Yukon C1500 2WD",41730,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30041","GMC","Yukon C1500 2WD",57992,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30042","GMC","Yukon C1500 XL 2WD",32998,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30043","GMC","Yukon C1500 XL 2WD",26184,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30044","GMC","Yukon C1500 2WD",52290,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30045","GMC","Yukon C1500 2WD",25416,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30046","GMC","Yukon C1500 XL 2WD",41516,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30047","GMC","Yukon C1500 XL 2WD",30619,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",4
"30048","Volvo","XC90 FWD",51523,22,26,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30049","Volvo","XC90 FWD",16689,22,26,4,2,"Front-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30050","Cadillac","Escalade 4WD",65943,15,20,8,6.2,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30051","Cadillac","Escalade 4WD",36753,15,20,8,6.2,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30052","Chevrolet","Tahoe K1500 4WD",61813,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30053","Chevrolet","Tahoe K1500 4WD",42252,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30054","Chevrolet","Suburban K1500 4WD",16246,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30055","Chevrolet","Suburban K1500 4WD",65777,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30056","Chevrolet","Tahoe K1500 4WD",51124,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30057","Chevrolet","Tahoe K1500 4WD",21993,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30058","Chevrolet","Suburban K1500 4WD",47765,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30059","Chevrolet","Suburban K1500 4WD",54132,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30060","GMC","Yukon K1500 XL 4WD",55681,14,20,8,6.2,"4-Wheel Drive",2500,"Regular Gasoline","It's a monster!",2
"30061","GMC","Yukon K1500 XL 4WD",45290,14,20,8,6.2,"4-Wheel Drive",2500,"Regular Gasoline","It's a monster!",2
"30062","GMC","Yukon K1500 4WD",57018,15,20,8,6.2,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30063","GMC","Yukon K1500 4WD",21862,15,20,8,6.2,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"30064","GMC","Yukon K1500 XL 4WD",44994,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30065","GMC","Yukon K1500 XL 4WD",59472,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30066","GMC","Yukon K1500 4WD",57004,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30067","GMC","Yukon K1500 4WD",18777,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30068","GMC","Yukon K1500 XL 4WD",52732,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30069","GMC","Yukon K1500 XL 4WD",42106,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30070","GMC","Yukon K1500 4WD",63149,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30071","GMC","Yukon K1500 4WD",18822,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30072","Maserati","Levante S",54194,14,19,8,3,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"30073","Maserati","Levante S",46607,14,19,8,3,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"30074","Maserati","Levante",65962,14,20,8,3,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"30075","Maserati","Levante",59721,14,20,8,3,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"30076","Porsche","Cayenne",68586,18,24,6,3.6,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30077","Porsche","Cayenne",18716,18,24,6,3.6,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30078","Porsche","Cayenne Platinum",16951,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30079","Porsche","Cayenne Platinum",54654,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30082","Ferrari","488 GTB",38051,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30083","Ferrari","488 GTB",59900,16,22,8,3.9,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30084","Ferrari","F12 Berlinetta",32296,12,16,12,6.3,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30085","Ferrari","F12 Berlinetta",61610,12,16,12,6.3,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30086","Ferrari","F12 tdf",63868,11,15,12,6.3,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30087","Ferrari","F12 tdf",59475,11,15,12,6.3,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30088","Audi","A5 quattro",17927,22,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30089","Audi","A5 quattro",57751,22,30,4,2,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30090","Audi","A5 Cabriolet quattro",49220,21,29,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30091","Audi","A5 Cabriolet quattro",63166,21,29,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30092","Bentley","Continental GT Convertible",15103,14,24,8,4,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"30093","Bentley","Continental GT Convertible",48378,14,24,8,4,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"30094","Mercedes-Benz","E400 Coupe",21125,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"30095","Mercedes-Benz","E400 Coupe",31502,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"30096","Mercedes-Benz","E400 4matic Coupe",15395,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"30097","Mercedes-Benz","E400 4matic Coupe",49042,20,28,6,3,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"30098","Mercedes-Benz","E550 Convertible",36279,17,25,8,4.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30099","Mercedes-Benz","E550 Convertible",32396,17,25,8,4.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30100","Mercedes-Benz","E400 Convertible",20128,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"30101","Mercedes-Benz","E400 Convertible",63106,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"30102","Mercedes-Benz","S550 Convertible",38118,17,25,8,4.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30103","Mercedes-Benz","S550 Convertible",28183,17,25,8,4.7,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30104","Bentley","Continental GT",52634,15,25,8,4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30105","Bentley","Continental GT",57597,15,25,8,4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30106","Mercedes-Benz","AMG CLS63 S 4matic",46555,16,22,8,5.5,"4-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30107","Mercedes-Benz","AMG CLS63 S 4matic",52626,16,22,8,5.5,"4-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30108","Audi","A6 quattro",31783,21,29,6,3,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30109","Audi","A6 quattro",40066,21,29,6,3,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30110","Audi","A7 quattro",19586,21,29,6,3,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30111","Audi","A7 quattro",58457,21,29,6,3,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"30112","Audi","S7",21636,17,27,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30113","Audi","S7",59059,17,27,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30114","Audi","RS 7",24489,15,25,8,4,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30115","Audi","RS 7",24904,15,25,8,4,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30116","Bentley","Flying Spur",16746,14,24,8,4,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"30117","Bentley","Flying Spur",30598,14,24,8,4,"All-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"30118","Ferrari","GTC4Lusso",38643,12,17,12,6.3,"Part-time 4-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30119","Ferrari","GTC4Lusso",69331,12,17,12,6.3,"Part-time 4-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"30120","Toyota","Camry",69095,24,33,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30121","Toyota","Camry",15246,24,33,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30122","Toyota","Camry",20114,24,33,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30123","Toyota","Camry",58012,24,33,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30124","Volkswagen","Passat",53728,20,28,6,3.6,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30125","Volkswagen","Passat",28110,20,28,6,3.6,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30126","Volkswagen","Passat",65508,23,34,4,1.8,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30127","Volkswagen","Passat",34022,23,34,4,1.8,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"30128","Audi","A8 L",45767,19,29,6,3,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30129","Audi","A8 L",67777,19,29,6,3,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30130","Audi","A8 L",32061,18,29,8,4,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30131","Audi","A8 L",32256,18,29,8,4,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30132","Hyundai","Azera Limited",58933,19,28,6,3.3,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30133","Hyundai","Azera Limited",63960,19,28,6,3.3,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30134","Hyundai","Azera",31797,20,28,6,3.3,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30135","Hyundai","Azera",68958,20,28,6,3.3,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30136","Jeep","Patriot FWD",15474,21,27,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30137","Jeep","Patriot FWD",59053,21,27,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30138","Jeep","Compass FWD",51600,21,27,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30139","Jeep","Compass FWD",67745,21,27,4,2.4,"Front-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"30140","Audi","Q5",58826,20,27,4,2,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30141","Audi","Q5",36904,20,27,4,2,"All-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30142","Jeep","Patriot 4WD",46551,20,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30143","Jeep","Patriot 4WD",67517,20,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30144","Jeep","Patriot 4WD",20978,22,27,4,2.4,"All-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"30145","Jeep","Patriot 4WD",64926,22,27,4,2.4,"All-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"30146","Jeep","Compass 4WD",22333,20,23,4,2.4,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30147","Jeep","Compass 4WD",56605,20,23,4,2.4,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30148","Jeep","Compass 4WD",56263,20,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30149","Jeep","Compass 4WD",68916,20,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30150","Jeep","Compass 4WD",55615,22,27,4,2.4,"All-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"30151","Jeep","Compass 4WD",43840,22,27,4,2.4,"All-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"30152","Jeep","Patriot 4WD",30880,20,23,4,2.4,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30153","Jeep","Patriot 4WD",33786,20,23,4,2.4,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30156","MINI","Cooper Convertible",36047,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30157","MINI","Cooper Convertible",35638,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30158","MINI","Cooper Convertible",57760,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30159","MINI","Cooper Convertible",25811,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30160","Audi","A5 quattro",20029,23,32,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"30161","Audi","A5 quattro",17338,23,32,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"30162","Audi","S5",15823,18,28,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30163","Audi","S5",69039,18,28,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30164","Audi","S5 Cabriolet",23654,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30165","Audi","S5 Cabriolet",57638,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30166","Audi","S5",41249,17,26,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30167","Audi","S5",68023,17,26,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30168","BMW","M2",53243,18,26,6,3,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30169","BMW","M2",42158,18,26,6,3,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30170","BMW","M2",39956,20,26,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30171","BMW","M2",48544,20,26,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","Kinda Green",5
"30172","BMW","M4 Convertible",43330,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30173","BMW","M4 Convertible",15414,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30174","BMW","M4 Convertible",40496,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30175","BMW","M4 Convertible",51477,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30176","Mercedes-Benz","E550 Coupe",20305,18,26,8,4.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30177","Mercedes-Benz","E550 Coupe",47357,18,26,8,4.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30178","MINI","Cooper Hardtop 2 door",65810,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30179","MINI","Cooper Hardtop 2 door",50912,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30180","MINI","Cooper Hardtop 2 door",62978,28,38,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30181","MINI","Cooper Hardtop 2 door",38630,28,38,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30182","MINI","Cooper Hardtop 4 door",67806,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30183","MINI","Cooper Hardtop 4 door",54173,27,36,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"30184","MINI","Cooper Hardtop 4 door",69264,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30185","MINI","Cooper Hardtop 4 door",29893,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"30186","Acura","TLX FWD",17304,24,35,4,2.4,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30187","Acura","TLX FWD",57131,24,35,4,2.4,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30188","Acura","TLX FWD",65082,21,34,6,3.5,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30189","Acura","TLX FWD",30473,21,34,6,3.5,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30190","Acura","TLX AWD",38697,21,31,6,3.5,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30191","Acura","TLX AWD",52746,21,31,6,3.5,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"30192","BMW","320i",22716,23,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30193","BMW","320i",39728,23,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30194","BMW","M3",48243,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30195","BMW","M3",46934,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30196","BMW","M3",20613,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30197","BMW","M3",24494,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30198","BMW","M4 Coupe",40333,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30199","BMW","M4 Coupe",19364,17,26,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"30200","BMW","M4 Coupe",51640,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30201","BMW","M4 Coupe",34872,17,24,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"30202","Buick","Verano",54948,21,31,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30203","Buick","Verano",21220,21,31,4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30204","Cadillac","ATS",50231,20,30,6,3.6,"Rear-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30205","Cadillac","ATS",19818,20,30,6,3.6,"Rear-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30206","Cadillac","ATS AWD",46232,19,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30207","Cadillac","ATS AWD",50870,19,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30208","Mercedes-Benz","AMG CLA45 4matic",62132,23,30,4,2,"4-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"30209","Mercedes-Benz","AMG CLA45 4matic",60271,23,30,4,2,"4-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"30210","Audi","S8",18758,15,24,8,4,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30211","Audi","S8",63062,15,24,8,4,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"30212","Audi","S6",28781,18,27,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30213","Audi","S6",31279,18,27,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"30214","Cadillac","CTS",51627,20,30,6,3.6,"Rear-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30215","Cadillac","CTS",27217,20,30,6,3.6,"Rear-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"30216","Cadillac","CTS AWD",51658,19,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30217","Cadillac","CTS AWD",67924,19,27,6,3.6,"All-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"30218","MINI","Cooper Clubman",45484,25,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30219","MINI","Cooper Clubman",46447,25,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30220","MINI","Cooper Clubman",60880,25,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30221","MINI","Cooper Clubman",15042,25,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"30222","Cadillac","XTS AWD",53803,16,23,6,3.6,"All-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30223","Cadillac","XTS AWD",34158,16,23,6,3.6,"All-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"30224","Cadillac","CT6 AWD",38464,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30225","Cadillac","CT6 AWD",51998,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"30226","Cadillac","CT6 AWD",59634,18,26,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
